event_id,timestamp,sunlight_percent,temperature,humidity_percent,action
178d4432,1779698160,32.93,14.54,52.78,1
58097176,1779698220,2.03,-7.34,28.17,1
0e3be1d7,1779698280,80.71,-5.31,100.0,1
a32a1005,1779698340,32.7,34.29,85.8,1
3c685332,1779698400,32.6,36.05,56.81,1
9b3d886c,1779698460,49.25,33.38,46.96,1
c8b28191,1779698520,16.81,35.55,49.98,1
8587a22b,1779698580,52.98,11.79,12.83,1
070c4e4e,1779698640,71.52,10.38,43.34,1
6a370710,1779698700,2.15,32.76,31.44,1
99ed186e,1779698760,56.03,18.29,72.08,1
5349b24e,1779698820,65.44,-6.36,84.46,1
8832bce0,1779698880,82.1,8.78,56.6,1
c1ca7f41,1779698940,69.32,40.21,55.63,1
aa40c8af,1779699000,19.47,-2.98,77.29,1
3c536bfd,1779699060,61.17,-6.16,24.23,1
f260520c,1779699120,44.01,27.92,54.54,1
7f893f87,1779699180,73.54,5.03,100.0,1
dd007401,1779699240,30.58,3.59,55.03,1
1680e7ef,1779699300,66.52,28.56,64.68,1
e1841320,1779699360,57.36,5.17,47.06,1
96ebd42b,1779699420,90.45,16.19,36.05,0
3eece820,1779699480,30.2,10.49,36.13,1
a0a5bf1d,1779699540,14.95,38.66,56.13,1
6daf42d9,1779699600,39.39,11.96,49.95,1
acedba4a,1779699660,49.58,6.58,38.83,1
b17e4ee2,1779699720,11.57,16.1,100.0,1
c34d4969,1779699780,39.54,-6.79,54.26,1
194ed6fd,1779699840,88.16,12.37,75.35,1
2c04ac31,1779699900,79.22,46.12,79.72,0
f0c54446,1779699960,58.78,-4.98,87.52,1
45618bb5,1779700020,26.5,23.64,38.93,1
16940d6b,1779700080,44.08,33.85,57.32,1
b46ca14d,1779700140,39.15,-2.34,23.4,1
b4fefbff,1779700200,57.33,44.1,87.07,1
a4aadda0,1779700260,67.64,43.51,59.86,1
814bcb85,1779700320,67.51,9.39,62.47,1
7923dd69,1779700380,38.91,25.35,57.38,1
f849a571,1779700440,72.98,-1.01,74.92,1
065a1e9f,1779700500,18.0,29.73,55.58,1
335a6dfc,1779700560,31.04,41.05,40.41,1
c4af9746,1779700620,39.39,19.68,59.26,1
799dcf3f,1779700680,11.86,23.82,71.04,1
be9c027d,1779700740,17.87,-7.89,36.66,1
91dd67a2,1779700800,62.14,17.56,100.0,1
da0246dc,1779700860,0.28,0.83,60.61,1
4152a4ac,1779700920,30.7,31.26,73.07,1
879e7f45,1779700980,54.28,46.03,16.39,1
9cc7ea00,1779701040,50.01,41.27,48.85,1
f5080dbe,1779701100,10.13,13.86,72.58,1
c9ab14cd,1779701160,67.58,-7.54,66.49,1
6e56a89a,1779701220,44.74,3.97,49.7,1
2e20cea0,1779701280,28.52,1.75,45.51,1
1ebefb04,1779701340,41.09,4.78,51.42,1
953fdea4,1779701400,44.28,40.18,63.35,1
d1c68c0c,1779701460,11.66,24.55,48.13,1
b8b9e9e6,1779701520,63.09,43.4,72.11,1
ea4aff86,1779701580,43.46,42.76,59.18,1
e2397678,1779701640,50.2,9.76,59.85,1
13b401ac,1779701700,40.13,9.61,57.74,1
c7c5d14a,1779701760,39.57,12.26,58.33,1
05623e9c,1779701820,36.6,42.66,45.84,1
974ae3fd,1779701880,8.2,25.36,50.55,1
b591511d,1779701940,39.27,22.77,47.23,1
70907b21,1779702000,68.98,19.49,37.76,1
d2073cd5,1779702060,41.65,9.17,44.48,1
29d90860,1779702120,58.7,35.59,52.17,1
86bf938a,1779702180,100.0,-6.43,35.87,0
fdaf9f2f,1779702240,85.5,24.43,65.41,1
e42efab8,1779702300,71.55,11.69,35.85,1
61f4a23a,1779702360,29.43,12.87,100.0,1
7d73d434,1779702420,65.27,-9.69,66.96,1
661b327c,1779702480,50.5,32.04,75.07,1
ea032a53,1779702540,47.33,40.1,83.1,1
b7f26152,1779702600,40.83,29.45,53.06,1
434c024b,1779702660,59.69,9.88,100.0,1
eaeb40aa,1779702720,55.46,26.51,93.38,1
5672a1dd,1779702780,60.61,24.3,58.06,1
10f25182,1779702840,91.9,34.7,71.22,0
b1d6139f,1779702900,46.27,-6.33,29.62,1
c3464967,1779702960,0.0,-7.32,68.58,1
c4373912,1779703020,23.49,49.4,27.79,1
bc13a40e,1779703080,55.49,49.24,31.33,1
4bf2aea3,1779703140,49.71,31.78,70.22,1
d97c7eca,1779703200,46.35,38.54,40.69,1
cb40ad5c,1779703260,97.48,34.75,61.0,0
7785325c,1779703320,63.66,17.59,52.83,1
0a61d107,1779703380,60.33,15.07,53.44,1
2ba06efd,1779703440,57.73,12.91,92.25,1
f7a0e596,1779703500,58.75,13.43,85.67,1
3716a6ee,1779703560,83.98,45.33,32.68,0
d34e21a3,1779703620,55.53,35.87,36.98,1
247a377f,1779703680,54.02,27.48,92.3,1
348ca2b4,1779703740,65.81,35.71,69.55,1
4ae2f7ae,1779703800,40.0,11.76,58.9,1
25f7b730,1779703860,46.63,31.31,58.68,1
95d72643,1779703920,62.56,47.88,27.55,1
f0a9beb7,1779703980,36.15,-5.42,44.73,1
af680e11,1779704040,10.37,4.61,67.13,1
a7b25bda,1779704100,56.37,42.26,83.87,1
9530316e,1779704160,61.97,6.88,63.12,1
17d146c3,1779704220,91.32,13.58,76.57,0
597f658e,1779704280,0.0,18.32,57.2,1
85da2bb3,1779704340,59.91,-7.31,79.23,1
6f095aee,1779704400,41.17,36.71,60.62,1
28321ab3,1779704460,41.73,37.92,19.43,1
a1ef196d,1779704520,15.34,10.27,49.52,1
b3ce278d,1779704580,17.98,4.04,39.92,1
c53e6992,1779704640,62.77,4.17,78.78,1
ba9bc29b,1779704700,53.22,21.69,12.73,1
bb84792b,1779704760,43.32,44.51,77.38,1
981e1fe4,1779704820,90.12,45.82,52.36,0
29008601,1779704880,47.16,15.89,31.05,1
5ca07513,1779704940,62.55,-3.26,63.18,1
fb0eb881,1779705000,16.0,43.65,55.74,1
cf15278b,1779705060,49.38,-3.76,70.75,1
e635cd72,1779705120,67.19,11.28,79.91,1
d5e5a286,1779705180,99.54,7.85,94.88,0
3be896e4,1779705240,13.57,8.13,100.0,1
0ce405ca,1779705300,48.63,1.87,58.08,1
603be995,1779705360,100.0,26.51,78.81,0
14bc804c,1779705420,17.22,40.05,22.77,1
27a102b7,1779705480,57.67,16.38,59.7,1
9483b11b,1779705540,39.01,29.2,62.93,1
651a6e99,1779705600,14.17,23.83,100.0,1
3c8ecc28,1779705660,53.91,44.57,56.99,1
1c1f158b,1779705720,6.48,-1.55,52.02,1
1ee6c69b,1779705780,21.33,44.57,82.44,1
0f58a8e5,1779705840,79.0,23.56,87.24,1
2f00e746,1779705900,95.42,-6.63,66.46,0
724ff20b,1779705960,82.45,36.71,72.92,0
712260b0,1779706020,31.77,48.52,74.4,1
754e9088,1779706080,46.15,31.36,66.38,1
b7447518,1779706140,54.75,-3.91,58.69,1
2364179f,1779706200,0.0,9.56,58.26,1
dcac847a,1779706260,27.61,33.0,67.06,1
6619dc4b,1779706320,40.78,9.49,78.92,1
732fa4c4,1779706380,34.58,46.72,60.46,1
c1e7acca,1779706440,25.59,32.87,79.51,1
265f895f,1779706500,25.97,45.93,62.71,1
0a7ef91a,1779706560,92.07,20.06,53.16,0
db400e0f,1779706620,10.3,2.02,76.8,1
39a1c0f6,1779706680,0.0,13.41,92.14,1
74ee2041,1779706740,80.23,-7.24,81.9,1
a0458b5f,1779706800,25.99,-4.19,24.9,1
de0b29f1,1779706860,38.15,37.21,94.2,1
48b8dc83,1779706920,54.26,1.23,74.54,1
f173bf27,1779706980,93.93,10.25,75.49,0
2baa6897,1779707040,85.79,45.67,45.54,0
6dc472d2,1779707100,80.81,0.3,70.97,1
dba711f8,1779707160,54.08,0.59,30.64,1
f550f549,1779707220,14.89,37.49,78.2,1
adcb78eb,1779707280,45.97,0.85,87.45,1
c47721d8,1779707340,40.27,-8.96,62.06,1
6f46d2c9,1779707400,24.63,38.78,48.01,1
4531f0d4,1779707460,38.1,9.54,73.6,1
3e3cd046,1779707520,57.04,20.16,56.36,1
fd6c7f6d,1779707580,25.78,27.86,95.79,1
cbac47fe,1779707640,10.67,28.07,37.6,1
018007bc,1779707700,9.19,-1.04,74.4,1
734f5abf,1779707760,20.78,27.72,23.77,1
b98b54dd,1779707820,31.83,20.14,47.83,1
338fec68,1779707880,91.0,4.54,49.93,0
e44af8f0,1779707940,73.53,44.64,64.63,0
f77dff08,1779708000,45.24,1.85,65.83,1
8b2f5197,1779708060,83.08,45.66,74.7,0
fef38e18,1779708120,55.79,10.68,61.45,1
7fe2ffcd,1779708180,64.86,13.01,18.51,1
bc4a016a,1779708240,70.69,10.7,76.87,1
c53e46bf,1779708300,0.0,-9.04,67.06,1
e711c822,1779708360,24.33,-5.2,63.41,1
9728c9e9,1779708420,50.48,48.98,71.65,1
6026d889,1779708480,53.02,10.96,47.22,1
16eab3d4,1779708540,39.74,5.63,80.31,1
d503b820,1779708600,41.29,-8.99,79.88,1
0b7067b7,1779708660,90.16,5.26,37.19,0
490e088b,1779708720,33.7,25.29,58.0,1
ec3fd05d,1779708780,37.45,15.21,89.69,1
dd745b64,1779708840,48.39,21.76,35.75,1
f1ab6dd8,1779708900,66.1,20.97,100.0,1
19a6c673,1779708960,43.04,-7.55,67.06,1
f5f4a864,1779709020,20.68,-8.94,86.1,1
9e522564,1779709080,29.2,27.01,38.3,1
7c50524a,1779709140,41.99,18.95,35.88,1
87efc56d,1779709200,61.12,-7.27,59.23,1
07f183bc,1779709260,52.64,37.74,71.61,1
28d2ac66,1779709320,13.03,42.76,15.41,1
bcc5ccf2,1779709380,43.68,1.95,67.65,1
c0ee1722,1779709440,73.58,9.34,59.82,1
b7fea9ff,1779709500,82.87,36.72,79.2,0
57e20da7,1779709560,0.0,48.02,86.45,1
149bf7bb,1779709620,86.97,10.7,74.41,1
b21e6778,1779709680,20.35,4.71,76.64,1
251e88fd,1779709740,54.54,31.0,96.49,1
1fa72c9a,1779709800,66.35,16.64,29.46,1
737e5213,1779709860,10.08,32.93,74.81,1
4e03b255,1779709920,34.53,8.04,75.78,1
053ca171,1779709980,81.81,32.25,80.97,1
a69fcafe,1779710040,26.55,13.69,91.97,1
a4236d61,1779710100,33.22,31.55,50.41,1
c4ef3832,1779710160,56.6,44.4,64.82,1
7d207bad,1779710220,77.88,-0.52,54.12,1
5a749a84,1779710280,78.66,4.75,75.81,1
9bd632c2,1779710340,42.95,40.27,62.15,1
1739d1c8,1779710400,63.12,3.47,42.43,1
d273ab0a,1779710460,49.18,0.16,44.71,1
5d484e10,1779710520,27.39,10.55,75.81,1
1d6374c4,1779710580,7.41,12.68,70.69,1
8fe57931,1779710640,38.43,-5.07,69.1,1
d18b849f,1779710700,30.04,22.56,23.75,1
b370abf8,1779710760,80.92,-7.64,49.11,1
be4b2e51,1779710820,0.65,28.85,37.12,1
ebb16936,1779710880,50.29,49.21,70.55,1
ba47ca32,1779710940,41.08,8.98,37.24,1
42938e96,1779711000,46.3,10.29,42.27,1
28c0c1ae,1779711060,40.69,43.19,46.22,1
b3d69a48,1779711120,76.96,26.72,40.04,1
91d37b3e,1779711180,12.3,12.14,51.59,1
d87aa208,1779711240,6.45,2.89,81.5,1
b52654d5,1779711300,100.0,19.42,40.51,0
7e4316a9,1779711360,53.34,18.85,81.24,1
47103494,1779711420,54.87,-3.31,67.52,1
4423ae4b,1779711480,62.75,40.15,48.55,1
206dcd95,1779711540,100.0,27.92,95.72,0
91a45e80,1779711600,96.57,-3.49,47.41,0
b1573bc0,1779711660,13.71,-0.34,80.73,1
a7907939,1779711720,93.45,28.02,40.5,0
9de7a591,1779711780,86.75,38.82,29.54,0
84759bd6,1779711840,48.86,35.51,51.23,1
60e4f1a6,1779711900,100.0,21.0,72.5,0
61b26f98,1779711960,27.55,-0.41,59.61,1
1938cc3d,1779712020,23.3,47.82,52.75,1
60d238f4,1779712080,46.17,28.38,68.35,1
a981d7c7,1779712140,83.52,27.65,62.87,1
e16e83d2,1779712200,51.65,44.18,93.56,1
8265d0e8,1779712260,51.31,26.48,77.88,1
11d2a81f,1779712320,25.18,43.75,49.02,1
6363f6f7,1779712380,38.38,48.91,65.76,1
e5966401,1779712440,67.46,-7.11,69.2,1
4adbfa93,1779712500,98.02,22.58,60.96,0
4210d3a4,1779712560,75.5,12.46,70.69,1
5bd8aef2,1779712620,43.93,6.25,65.02,1
26375c1c,1779712680,46.87,12.79,51.56,1
8c28b283,1779712740,63.84,16.2,82.07,1
a2bd5a96,1779712800,38.72,0.82,63.07,1
4d4b5f9d,1779712860,86.59,36.45,86.29,0
0dcbe76a,1779712920,88.96,31.04,46.42,1
a1712d0b,1779712980,100.0,49.92,82.01,0
a6740116,1779713040,52.77,10.77,31.47,1
45cab49f,1779713100,10.83,-7.14,63.03,1
8ded4eab,1779713160,3.71,0.92,76.37,1
fde8a752,1779713220,41.57,47.03,57.37,1
5c0d7c60,1779713280,81.77,15.39,66.55,1
35b180c1,1779713340,49.04,24.44,78.49,1
10bb1da7,1779713400,93.61,24.0,58.77,0
96aba9ed,1779713460,32.65,26.37,51.06,1
258782bf,1779713520,26.94,13.74,59.51,1
9be141b9,1779713580,82.52,-5.43,61.18,1
93b9ef2b,1779713640,76.33,28.91,50.11,1
88548e4b,1779713700,69.7,19.6,50.41,1
356ae473,1779713760,60.95,46.83,59.97,1
876c8b9f,1779713820,26.36,9.54,52.56,1
3c51b8e1,1779713880,65.25,42.28,57.11,1
c46c8a97,1779713940,100.0,-9.64,69.83,0
dd3c68bd,1779714000,35.01,42.14,68.61,1
dd6ba81d,1779714060,19.06,-0.54,73.11,1
bcb40ba0,1779714120,69.8,33.1,65.04,1
e1d54d94,1779714180,75.61,8.65,24.49,1
d0e23d22,1779714240,18.37,27.09,97.72,1
df49b2de,1779714300,46.35,13.71,59.02,1
54029e06,1779714360,54.63,-4.96,72.64,1
cc8ea22d,1779714420,41.56,4.63,71.24,1
76b73a75,1779714480,66.24,22.68,25.85,1
5e83f190,1779714540,95.56,8.99,58.56,0
c1b453e2,1779714600,35.35,36.96,70.18,1
9aa3aad9,1779714660,81.41,18.89,82.47,1
a914d4ae,1779714720,35.27,41.09,64.68,1
cb1378ef,1779714780,89.48,-5.42,70.13,1
2f21913b,1779714840,39.2,34.48,100.0,1
33127d39,1779714900,47.97,44.97,18.69,1
fc7a0583,1779714960,28.37,7.86,44.63,1
1b649af2,1779715020,3.72,12.45,48.31,1
63a3eed1,1779715080,83.65,34.13,72.37,0
c1faacf0,1779715140,100.0,-6.84,80.77,0
84a14074,1779715200,68.68,41.55,33.58,1
585c80b5,1779715260,50.02,22.73,77.04,1
7a9985f7,1779715320,53.55,21.01,85.14,1
e8c3704a,1779715380,51.77,44.54,61.98,1
c59e8d3b,1779715440,53.25,40.55,29.92,1
1cb2132c,1779715500,54.73,0.98,55.01,1
10954397,1779715560,61.1,1.59,84.42,1
56507c25,1779715620,99.48,28.03,54.2,0
88e72092,1779715680,72.46,21.16,56.73,1
b085040b,1779715740,31.78,45.33,60.2,1
591790d3,1779715800,52.88,38.21,33.77,1
534cee45,1779715860,53.58,4.44,30.23,1
15967bdb,1779715920,59.51,41.36,90.7,1
132d4ed0,1779715980,57.28,33.52,75.45,1
bdf4fecb,1779716040,0.0,28.89,78.42,1
2202b6a9,1779716100,45.73,8.86,76.73,1
a0007d65,1779716160,20.83,-5.59,19.7,1
0d630b76,1779716220,0.0,25.31,37.72,1
6f275f80,1779716280,82.34,42.69,28.62,0
eb5476f6,1779716340,52.5,-7.44,70.9,1
cc68919c,1779716400,27.3,-1.39,51.56,1
9d636b0e,1779716460,52.33,32.0,78.35,1
5b5b989d,1779716520,61.99,42.96,70.79,1
b214abcc,1779716580,48.43,47.02,69.66,1
57e55e92,1779716640,41.98,30.91,63.34,1
e8d7ec74,1779716700,65.24,12.38,65.61,1
50589cd5,1779716760,45.14,9.92,60.68,1
4253a8d4,1779716820,50.91,39.05,45.5,1
447b08f5,1779716880,53.38,2.24,31.06,1
4d075173,1779716940,50.76,-5.25,39.0,1
1977d366,1779717000,39.27,-3.6,61.6,1
8f9be322,1779717060,100.0,-8.26,84.04,0
4c3103a0,1779717120,79.61,33.34,65.13,0
637e5365,1779717180,56.36,30.34,39.7,1
aae59002,1779717240,63.69,28.01,74.51,1
805c9d29,1779717300,75.31,29.75,71.81,1
939bc815,1779717360,22.96,43.82,29.95,1
becce7a5,1779717420,50.74,49.63,61.31,1
13f10543,1779717480,36.4,16.76,76.52,1
6def0f06,1779717540,22.09,15.88,41.87,1
0c41fdce,1779717600,87.37,38.79,32.82,0
5a74c22f,1779717660,25.73,30.01,46.24,1
e4113863,1779717720,67.06,-9.04,65.8,1
810715f9,1779717780,51.75,27.28,83.5,1
f9f106ba,1779717840,46.47,3.64,42.87,1
6811bbdf,1779717900,50.7,38.75,26.3,1
af4dec60,1779717960,64.13,22.37,90.28,1
8a75396c,1779718020,60.42,23.61,58.72,1
f8871516,1779718080,29.29,26.68,44.9,1
59110e08,1779718140,44.0,39.8,60.22,1
a63269c8,1779718200,75.08,-5.87,85.31,1
247fd08f,1779718260,64.34,41.76,56.36,1
064fb0ce,1779718320,30.48,16.95,50.23,1
46530e11,1779718380,84.33,47.99,38.27,0
c157d634,1779718440,35.99,43.86,56.49,1
f7b55fe1,1779718500,61.38,1.98,63.39,1
ebffded6,1779718560,49.63,17.04,48.37,1
a723ca77,1779718620,57.41,39.36,57.82,1
9be0c5f9,1779718680,25.69,34.06,69.32,1
274cea4d,1779718740,36.54,45.49,92.63,1
05c0fa6b,1779718800,36.95,-6.21,45.06,1
d98ac18a,1779718860,62.75,8.9,84.74,1
2447ab12,1779718920,45.63,4.83,35.07,1
0979597a,1779718980,64.19,20.91,52.72,1
b783601d,1779719040,41.3,1.19,14.95,1
9584c29c,1779719100,58.96,-5.01,57.64,1
7a28b702,1779719160,55.44,48.69,61.32,1
5ed39ec8,1779719220,18.88,2.13,57.88,1
d6e96780,1779719280,84.5,34.4,71.19,0
c0a1503a,1779719340,75.13,31.12,69.94,1
c9199904,1779719400,10.52,34.63,64.08,1
39b7a406,1779719460,3.42,38.12,55.18,1
07bdc7d8,1779719520,59.32,-0.07,63.35,1
9493509b,1779719580,18.74,44.21,74.59,1
4c999b54,1779719640,57.06,37.47,45.51,1
6853414e,1779719700,60.39,41.04,57.34,1
0a4f707f,1779719760,23.71,43.4,40.44,1
f833f2c3,1779719820,100.0,-4.43,29.8,0
16b5eb9e,1779719880,12.37,22.16,39.84,1
9ea72625,1779719940,81.73,-1.79,80.11,1
4ba11962,1779720000,64.18,43.34,79.89,1
25e74ebd,1779720060,73.8,41.95,57.55,0
1c365302,1779720120,0.0,45.97,38.87,1
5e472626,1779720180,59.2,37.82,63.7,1
13df24aa,1779720240,27.21,7.49,65.19,1
4a1914b0,1779720300,56.84,34.04,49.27,1
035bbc24,1779720360,25.07,18.13,38.85,1
25121db6,1779720420,71.19,38.16,51.24,0
e1755ad9,1779720480,18.34,20.98,83.35,1
509764a2,1779720540,0.91,40.89,46.55,1
a9269180,1779720600,81.82,-3.69,58.74,1
ebb844b3,1779720660,57.28,21.39,100.0,1
80998c6c,1779720720,67.53,-4.91,41.74,1
23f40e97,1779720780,93.79,44.85,96.3,0
0e728161,1779720840,21.89,24.37,61.62,1
c89408b0,1779720900,50.36,-4.93,49.9,1
05a2c655,1779720960,68.76,33.19,58.94,1
5bf66358,1779721020,67.61,-8.02,66.2,1
3701d610,1779721080,56.52,22.77,86.35,1
9b310383,1779721140,39.89,23.26,79.4,1
e9710750,1779721200,11.16,24.21,80.1,1
5f2b1d66,1779721260,36.05,12.44,51.76,1
3ffe27a0,1779721320,58.74,17.46,64.02,1
af11376d,1779721380,30.61,44.27,65.58,1
17e7baf8,1779721440,86.0,37.67,67.05,0
f1c3d34c,1779721500,55.02,47.63,26.48,1
06ee4988,1779721560,56.66,47.74,48.06,1
e42db741,1779721620,69.16,46.02,51.54,1
ab0381fc,1779721680,29.36,10.04,75.19,1
c1af4958,1779721740,59.56,11.15,80.16,1
52f6b682,1779721800,53.03,33.59,55.95,1
7e7a3fa4,1779721860,55.79,39.72,68.28,1
eb00d1cb,1779721920,67.95,15.62,87.02,1
f8993a6c,1779721980,56.85,13.9,74.6,1
ac1f351b,1779722040,44.06,22.62,50.54,1
0999deb5,1779722100,27.47,21.64,45.49,1
76686e24,1779722160,61.33,19.06,50.04,1
38c7f802,1779722220,21.98,9.47,64.69,1
ada87ad1,1779722280,81.95,36.21,52.54,0
2150e90d,1779722340,63.8,4.61,33.67,1
ecdbcd3d,1779722400,94.53,38.09,71.33,0
a7867d1d,1779722460,74.13,47.51,81.35,0
657e9a6e,1779722520,92.74,40.96,84.2,0
ee20b7c3,1779722580,79.97,4.05,77.49,1
c9b8f864,1779722640,24.86,20.35,52.66,1
6857029f,1779722700,52.08,26.67,59.85,1
3710d60f,1779722760,33.9,39.89,82.22,1
b1c548ca,1779722820,88.24,7.67,77.87,1
b46b36c1,1779722880,100.0,25.35,75.28,0
9c401aeb,1779722940,50.28,48.31,60.63,1
18da1c26,1779723000,36.88,15.65,75.22,1
2b10967d,1779723060,35.95,8.75,93.19,1
6f181104,1779723120,66.05,48.52,70.11,1
46a2c347,1779723180,35.54,8.32,100.0,1
0bd72b88,1779723240,32.97,14.55,46.82,1
c3597025,1779723300,36.56,33.03,49.55,1
53a16fbe,1779723360,34.88,-1.08,18.26,1
ed3cfee9,1779723420,28.07,21.98,55.8,1
72616438,1779723480,52.61,24.0,57.11,1
25c86e98,1779723540,35.29,12.89,92.36,1
30612e6d,1779723600,51.38,20.87,41.4,1
45c64a95,1779723660,92.15,39.95,55.53,0
59c47670,1779723720,34.82,27.32,68.55,1
90d99987,1779723780,55.86,12.91,49.88,1
cd0ec32a,1779723840,10.74,-8.16,84.65,1
1baf4f76,1779723900,70.1,25.78,61.42,1
d2c3bb3a,1779723960,84.17,21.53,66.26,1
ae2be1cd,1779724020,54.22,26.7,43.32,1
f268cf9d,1779724080,72.72,36.25,75.91,0
978014b2,1779724140,21.84,14.25,72.96,1
28ccfffa,1779724200,51.73,8.75,43.65,1
ee9ac164,1779724260,50.82,26.37,29.05,1
333b4f3f,1779724320,59.05,15.6,35.55,1
2d9b7f5c,1779724380,68.78,36.94,22.19,1
6b20b16c,1779724440,64.96,35.62,74.77,1
da737f7b,1779724500,85.38,13.21,47.52,1
0e7aff39,1779724560,61.06,9.15,24.22,1
a578acf8,1779724620,43.17,41.38,5.4,1
9f60df95,1779724680,0.0,4.86,67.51,1
8559956a,1779724740,61.02,34.77,8.82,1
15ee6402,1779724800,42.66,12.78,52.01,1
6475892e,1779724860,18.75,37.61,27.76,1
6a65c2df,1779724920,50.55,27.43,19.11,1
1ba18574,1779724980,69.21,22.83,41.18,1
9e72e691,1779725040,83.57,4.61,55.39,1
c4cd1949,1779725100,53.96,26.55,79.89,1
49459a33,1779725160,54.24,26.09,64.01,1
b9dca226,1779725220,39.76,22.84,91.11,1
2f119397,1779725280,61.53,-9.93,49.69,1
66dace23,1779725340,65.73,25.73,27.42,1
9b2c7b28,1779725400,50.82,20.56,90.71,1
a3e792d7,1779725460,49.73,26.51,95.71,1
5af30a56,1779725520,44.64,13.11,77.32,1
834254c3,1779725580,50.11,38.25,50.09,1
438b36e2,1779725640,7.62,37.17,67.35,1
1b342671,1779725700,73.12,26.62,41.72,1
74347893,1779725760,72.69,37.54,81.8,0
50eeb441,1779725820,40.7,29.55,27.5,1
11b99e76,1779725880,94.99,28.04,49.01,0
289abb25,1779725940,56.4,33.24,52.98,1
234b0334,1779726000,25.96,6.08,68.69,1
b9db549c,1779726060,11.97,3.67,45.23,1
e588e17a,1779726120,63.04,23.93,83.04,1
be92b790,1779726180,50.62,1.47,59.67,1
220a0f3f,1779726240,20.58,2.23,72.58,1
67b0f828,1779726300,21.36,38.91,78.0,1
9dfbaf84,1779726360,42.1,47.94,15.6,1
64ea2b52,1779726420,70.24,35.31,41.13,0
ca77c5d1,1779726480,50.14,11.01,29.45,1
1168be35,1779726540,64.76,18.56,86.22,1
52b0d092,1779726600,32.41,35.22,74.84,1
e61cc6bc,1779726660,38.91,48.91,87.35,1
2fef093c,1779726720,87.78,-0.34,33.75,1
a986a7bc,1779726780,68.85,30.31,74.46,1
a72fb57b,1779726840,47.69,-3.37,22.62,1
1c5e463e,1779726900,9.55,10.95,56.41,1
ca6e3e21,1779726960,38.07,-5.41,48.07,1
780e410a,1779727020,51.5,13.8,76.54,1
d45c0166,1779727080,100.0,45.31,72.12,0
8110f2c3,1779727140,35.99,48.55,42.39,1
64609eb7,1779727200,44.93,-1.14,58.91,1
97117277,1779727260,59.45,49.75,56.05,1
e2856f3f,1779727320,39.48,-5.1,61.8,1
9f01e94d,1779727380,0.0,26.37,50.09,1
52db5236,1779727440,67.96,22.08,57.98,1
5891788d,1779727500,65.88,-1.19,66.21,1
0218ed76,1779727560,41.0,-1.62,55.05,1
0ae2b608,1779727620,0.0,15.39,62.84,1
7d6bb0be,1779727680,26.93,9.11,61.88,1
f2740916,1779727740,66.63,13.47,60.82,1
1f832741,1779727800,45.93,-1.26,47.32,1
3e8b42f8,1779727860,64.57,-5.95,33.35,1
63801402,1779727920,100.0,15.31,45.13,0
38ba59e1,1779727980,81.34,9.54,48.04,1
97200185,1779728040,0.0,10.55,49.38,1
e046d702,1779728100,49.16,43.37,57.71,1
6b47cf4d,1779728160,29.48,25.47,68.82,1
f4fbabb2,1779728220,58.1,-1.08,72.71,1
6a24408a,1779728280,39.95,17.24,74.9,1
96aa4db9,1779728340,79.6,45.9,61.77,0
e07bdb98,1779728400,52.78,18.8,25.29,1
d5532031,1779728460,38.03,46.06,100.0,1
d8b21111,1779728520,29.92,45.24,41.56,1
60a1c304,1779728580,54.59,30.9,45.81,1
1eac1cab,1779728640,98.59,0.37,61.11,0
eb6af4ca,1779728700,32.01,22.71,56.64,1
3a18a7eb,1779728760,61.05,34.36,63.4,1
71f461e8,1779728820,68.64,18.71,61.42,1
e1786175,1779728880,100.0,14.6,86.13,0
af423cb0,1779728940,40.46,23.29,68.21,1
9cebe033,1779729000,62.47,43.04,65.49,1
77364ea5,1779729060,100.0,13.65,62.72,0
76201e82,1779729120,72.54,45.84,58.59,0
d222d9c5,1779729180,57.51,36.75,15.27,1
31068b43,1779729240,53.6,17.34,60.36,1
1e0d8622,1779729300,72.89,19.65,73.39,1
f0a4778b,1779729360,53.68,14.7,82.74,1
2456e230,1779729420,44.03,34.04,42.43,1
1466bc98,1779729480,46.22,11.31,65.13,1
f38b0045,1779729540,61.71,47.61,43.0,1
98055165,1779729600,82.01,23.21,90.83,1
92f4189f,1779729660,55.93,26.12,51.49,1
87169d24,1779729720,67.96,37.04,65.82,1
7533967f,1779729780,50.67,-3.47,63.24,1
1a37a95d,1779729840,86.48,-8.34,55.85,1
78879ae9,1779729900,50.22,12.13,95.15,1
781228e5,1779729960,57.54,9.26,49.75,1
fe3cc37a,1779730020,70.74,23.54,34.43,1
97c721e8,1779730080,84.56,6.27,33.11,1
6038b889,1779730140,34.05,-0.47,73.9,1
917ec83d,1779730200,67.65,0.96,79.19,1
bf5608f2,1779730260,32.69,29.49,82.18,1
e55f49d1,1779730320,50.5,-8.88,38.64,1
0c46ac0c,1779730380,32.49,18.51,56.43,1
b8b1306c,1779730440,12.82,-7.28,18.11,1
edc828fd,1779730500,82.33,12.13,46.05,1
2baafdbe,1779730560,28.51,15.39,88.34,1
aa9b139a,1779730620,65.17,-3.47,61.72,1
d3130e58,1779730680,52.31,46.95,52.01,1
8f29863c,1779730740,49.77,18.08,65.69,1
d68dd3bf,1779730800,69.37,28.05,100.0,1
113d9edc,1779730860,59.13,19.81,71.09,1
d23eb485,1779730920,100.0,17.34,48.26,0
